geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/0/2,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/1/2,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/2/2,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/3/2,geometry/type,properties/bounds_imcoords,properties/edited_by,properties/feature_id/0,properties/image_id,properties/ingest_time,properties/type_id,properties/type_name,type
-72.093161,41.357687,0,-72.093117,41.357619,0,-72.093382,41.357445,0,-72.093427,41.357513,0,Polygon,"359.9333940338465,1733.5823017833036,372.2613517546298,1752.4147704666784,298.4919860486707,1800.7050736022893,286.1640283278874,1781.8726049189145",Ilwon Lee @ SI Analytics,f87423f496a5af2e1743e6c8a892ccad02018582ce856e1a77602a36809932e2,1.png,2019:01:14 20:45:21,4,maritime vessels,Feature
-72.093834,41.358066,0,-72.093727,41.357907,0,-72.094237,41.357563,0,-72.094344,41.357722,0,Polygon,"172.88655524064527,1628.3292323055111,202.7060048798449,1672.5383844431203,61.11288886964102,1768.0441471182594,31.293439230441365,1723.8349949806502",Ilwon Lee @ SI Analytics,db4af8165391dcd2ef496df448aae9c82ee1851b69d46089c8bb0c8d8e855b0e,1.png,2019:01:14 20:45:21,4,maritime vessels,Feature
-72.092406,41.355783,0,-72.092368,41.355961,0,-72.091579,41.355793,0,-72.091617,41.355615,0,Polygon,"569.6573503398824,2262.5789116412607,580.1818838261812,2213.0648745134054,799.4257039986194,2259.66658709666,788.9011705123206,2309.180624224515",Ilwon Lee @ SI Analytics,f4ad997e02b26aa757b2f0dcc55ea5d0a5544a7d784fb3c90781bbe5630b540f,1.png,2019:01:14 20:45:21,4,maritime vessels,Feature
-72.090347,41.359146,0,-72.090066,41.359398,0,-72.08877,41.357958,0,-72.089051,41.357706,0,Polygon,"1141.5864313760596,1328.4418229630517,1219.5574585809918,1258.2363947296742,1579.7102230280032,1658.2265621748577,1501.739195823071,1728.4319904082352",Ilwon Lee @ SI Analytics,81367938a10a7f798a09f542a4427fc54e574b569fa22a95e051ae5afc5ee5d8,1.png,2019:01:14 20:45:21,1,container,Feature
-72.09255,41.352691,0,-72.092372,41.352729,0,-72.092274,41.352267,0,-72.092452,41.352229,0,Polygon,"529.6014884520317,121.45695219140018,579.0917851929082,110.93746488013034,606.3305545704899,239.08579943904058,556.8402578296134,249.60528675031043",Ilwon Lee @ SI Analytics,3598228ec8be93ff57c2d81f35a223e41ff01f97799639e3b3fc09be526185f2,3.png,2019:01:14 20:45:21,4,maritime vessels,Feature
-72.092691,41.352682,0,-72.092538,41.352709,0,-72.092473,41.35234,0,-72.092625,41.352313,0,Polygon,"490.63216114737855,123.83970803055219,533.0584323342621,116.35881172945047,551.1327427358111,218.86331971188247,508.70647154892754,226.3442160129842",Ilwon Lee @ SI Analytics,305f3846baf28c4f2aa672805d3ca1315a17f23e9489769c07d5a981456ac4ca,3.png,2019:01:14 20:45:21,4,maritime vessels,Feature
125.40948,38.723993,0,125.409628,38.723884,0,125.40908,38.723141,0,125.408932,38.72325,0,Polygon,"2885.6080510874394,2708.249947644124,2926.7549249703966,2738.592893747994,2774.4948234477874,2945.0668192959806,2733.3479495648303,2914.7238731921107",Ilwon Lee @ SI Analytics,3307182457a0b74dcdc406c95e871c7c0de25f20e4ebb0a5ea5bdcc283d96633,4.png,2019:01:14 15:27:35,1,container,Feature
125.409314,38.724021,0,125.409441,38.723928,0,125.408924,38.723227,0,125.408797,38.72332,0,Polygon,"2839.564920476405,2700.491511309209,2874.762685623001,2726.4474051605325,2731.166891857807,2921.172004279995,2695.969126711211,2895.216110428671",Ilwon Lee @ SI Analytics,d3f58678dec6e6d75e592551b4fe41451bfa75846395141747cd363e0ea838d7,4.png,2019:01:14 15:27:35,1,container,Feature
125.40917,38.724099,0,125.409321,38.723988,0,125.408821,38.723311,0,125.40867,38.723422,0,Polygon,"2799.5305580299005,2678.767294738055,2841.368654253132,2709.6199690481653,2702.5804207175884,2897.825225128986,2660.742324494357,2866.972550818876",Ilwon Lee @ SI Analytics,7b0a3a7e7e47f6d2719ea748905a87039f28a48954c65397a86c42ad77177aae,4.png,2019:01:14 15:27:35,1,container,Feature
125.40943,38.725119,0,125.409463,38.725194,0,125.409851,38.725022,0,125.409818,38.724947,0,Polygon,"2871.7924295008843,2395.363674285449,2880.977399276178,2374.681871603281,2988.67075623405,2422.50943498637,2979.485786458756,2443.191237668538",Ilwon Lee @ SI Analytics,1f35abe709e2be24bbe740d366ef811a28f00ff4d03ab1cb520ff031d43d0b07,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.409506,38.725841,0,125.409533,38.725768,0,125.409249,38.725663,0,125.409222,38.725736,0,Polygon,"2892.8555746134775,2194.961018512266,2900.371548869517,2215.300028256482,2821.5806440928786,2244.4160186295953,2814.064669836839,2224.077008885379",Ilwon Lee @ SI Analytics,cd3c1e5cb10b25be4c605d4e895a97fefc0104893b5f43e7bbda90e546f68a96,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.406123,38.727017,0,125.406129,38.727117,0,125.406494,38.727097,0,125.406488,38.726996,0,Polygon,"1953.1235211687085,1868.2427502382664,1954.7045671567373,1840.3923353034213,2056.2082803521266,1846.1546206730661,2054.627234364098,1874.0050356079112",Ilwon Lee @ SI Analytics,dc32b9a4e8e89c01465d93bc7bfeb281a7f2e894a7463ce8e49981a375160ca6,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.407005,38.725402,0,125.407116,38.725455,0,125.407259,38.725159,0,125.407149,38.725106,0,Polygon,"2198.2534199889415,2317.0011097619513,2228.881833458569,2302.1541125252247,2268.6967595119677,2384.289779285477,2238.06834604234,2399.1367765222035",Ilwon Lee @ SI Analytics,4b3021435d3e7a57d00d223143a70e30de02607620ba1e3e80f4f0caa587cd17,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.406141,38.726946,0,125.406146,38.72703,0,125.406449,38.727013,0,125.406444,38.726929,0,Polygon,"1958.2570491721158,1887.873525610426,1959.579723413876,1864.574376353811,2043.6477255043578,1869.3468502195578,2042.3250512625975,1892.6459994761728",Ilwon Lee @ SI Analytics,3d49741e9f00872254a25eef8c9bc2d9f3724e33552f77cf171ae084cdabc589,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.407015,38.727052,0,125.407103,38.727055,0,125.40711,38.726814,0,125.407023,38.726811,0,Polygon,"2200.863464846944,1858.4983973628423,2225.2924321445294,1857.7067985702456,2227.4617590165262,1924.6528521890941,2203.032791718941,1925.4444509816908",Ilwon Lee @ SI Analytics,e0d8b42b8ee6852f1bb6e145c4a5f8ce393b44ea99652f9861e1eb91987d500c,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.407092,38.727062,0,125.407188,38.727065,0,125.407196,38.726818,0,125.4071,38.726815,0,Polygon,"2222.2595828729677,1855.7798419888015,2248.956465772458,1854.9147534235794,2251.177277366591,1923.4496404327153,2224.4803944671007,1924.3147289979374",Ilwon Lee @ SI Analytics,01d5bbd4a9c98659fb4a5b077dca28db86d25c26763c796efedb1c1194e52720,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.407163,38.727072,0,125.407253,38.727075,0,125.407261,38.726821,0,125.407171,38.726818,0,Polygon,"2242.043124440811,1852.948679548517,2267.0076817130252,1852.1397254427761,2269.298495776976,1922.8349088822763,2244.3339385047616,1923.6438629880172",Ilwon Lee @ SI Analytics,94075dba4e9cee7e934b50f684bb4c53e42f5b18db55bc530302ae298b40b4ce,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.407238,38.727081,0,125.407326,38.727084,0,125.407334,38.726818,0,125.407247,38.726815,0,Polygon,"2262.98250263506,1850.3945502496374,2287.2859142214324,1849.6070199773426,2289.6837662497337,1923.605425901729,2265.3803546633612,1924.3929561740238",Ilwon Lee @ SI Analytics,b5bd25e87c8a5c1a2da316740a705c4c0bfd028d6fa28e778107e919f3e50720,4.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.41024,38.725955,0,125.410385,38.726001,0,125.410607,38.725295,0,125.410463,38.725249,0,Polygon,"96.91570349903219,2163.215922708749,136.9845691133,2150.595807552469,198.73294285143032,2346.646894137169,158.6640772371625,2359.267009293449",Ilwon Lee @ SI Analytics,13f82988f6e1a93c6e64afb565551233756f027adfc94e520f363261b72c524e,5.png,2019:01:14 15:27:35,1,container,Feature
125.420765,38.72839,0,125.420827,38.728232,0,125.420218,38.727995,0,125.420157,38.728153,0,Polygon,"3020.4132110831547,1486.925915823007,3037.5086409196665,1530.915375528287,2868.482733481543,1596.603168934269,2851.3873036450314,1552.613709228989",Ilwon Lee @ SI Analytics,18df32b78b641674ceb54005f658b89a0a8cd062699b8013326dcc283252bb15,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.411858,38.72569,0,125.411893,38.72551,0,125.410791,38.725297,0,125.410756,38.725476,0,Polygon,"546.2765925402712,2237.026822876178,555.9170505001005,2286.870041687995,249.86590777701323,2346.0651186776886,240.22544981718394,2296.2218998658714",Ilwon Lee @ SI Analytics,ce0cb619b24d44d7d3c1c4e324209e90d66303dc0e305153067582e8a647fbd2,5.png,2019:01:14 15:27:35,1,container,Feature
125.411777,38.725502,0,125.411803,38.725364,0,125.41076,38.725163,0,125.410733,38.7253,0,Polygon,"523.6917300915148,2289.1870162128807,531.0733441620226,2327.3515315122377,241.23726266489473,2383.4103620918604,233.85564859438693,2345.2458467925035",Ilwon Lee @ SI Analytics,4c0e90cc0d37f7790eab745b40e1b982ebc1bce10f835a94dea4bf05555a2872,5.png,2019:01:14 15:27:35,1,container,Feature
125.411868,38.725377,0,125.411906,38.725178,0,125.410796,38.724963,0,125.410757,38.725162,0,Polygon,"549.0178097656963,2323.9403743472503,559.6853883554008,2379.0940253516383,251.09530523970992,2438.780173116873,240.42772665000533,2383.626522112485",Ilwon Lee @ SI Analytics,bf80bc7c8618201eb15807c8d663a83800f0c2c1a3cf444d5e054933a39508d4,5.png,2019:01:14 15:27:35,1,container,Feature
125.41997,38.726526,0,125.42,38.726393,0,125.419616,38.726306,0,125.419586,38.726439,0,Polygon,"2799.458823104998,2004.6127877261904,2807.8329494036625,2041.5042089948404,2701.1893010735207,2065.711662905701,2692.815174774856,2028.8202416370511",Ilwon Lee @ SI Analytics,c1816b65a849611b474a5b7636e1d7e2691ff59444a4392271bb455313eaa19d,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.417595,38.728929,0,125.417714,38.728975,0,125.417842,38.728644,0,125.417723,38.728598,0,Polygon,"2139.6959394721057,1337.1131575179877,2172.792982417755,1324.2586426330968,2208.5488878310894,1416.3208283805072,2175.45184488544,1429.1753432653982",Ilwon Lee @ SI Analytics,460482964a10fc7c586811eb8aa018ca58556c84e77d630d5c3716bf23f46049,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.418156,38.728917,0,125.418257,38.728962,0,125.418373,38.728706,0,125.418272,38.728661,0,Polygon,"2295.7030505227035,1340.5519676724853,2323.782579938848,1327.8670052703344,2355.9346167132003,1399.0389988303086,2327.855087297056,1411.7239612324595",Ilwon Lee @ SI Analytics,36e8fb277d81ede1100b3028aa55c5b0519693765d6aef53e1a6600fb8135872,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.417946,38.728935,0,125.418037,38.728976,0,125.418139,38.728751,0,125.418048,38.728709,0,Polygon,"2237.254746766727,1335.5530995697002,2262.646355303053,1324.0824087742826,2290.9493315884697,1386.734092711166,2265.5577230521435,1398.2047835065837",Ilwon Lee @ SI Analytics,019bc5689e581824660e8d24cda2f41906c876868faf3136764d755cd24acb5b,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.418019,38.728704,0,125.418118,38.728748,0,125.41822,38.728523,0,125.418121,38.728478,0,Polygon,"2257.634747425279,1399.769328384433,2285.0559359375115,1387.381772305948,2313.3589122244093,1450.03345624611,2285.9377237121766,1462.421012324595",Ilwon Lee @ SI Analytics,2cf70cd130b1300e0f56b61e52a2267a196ecbd4c4457a79e4358375dc7e0a44,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.413171,38.726197,0,125.4132,38.726121,0,125.412843,38.725985,0,125.412815,38.726061,0,Polygon,"910.9138333863268,2096.139661353963,918.9084694141131,2117.1003719801292,819.9370003024885,2154.8491337847504,811.9423642747022,2133.8884231585844",Ilwon Lee @ SI Analytics,7a43bbf1d431ab113a5c00ed0c1f7062dc7109ba9fcfd59b913fbd1e62486515,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.413034,38.72608,0,125.413068,38.726007,0,125.412784,38.725875,0,125.41275,38.725948,0,Polygon,"872.964630617224,2128.5329779926924,882.4019373745014,2148.8849517643685,803.5500672175417,2185.448937911593,794.1127604602643,2165.096964139917",Ilwon Lee @ SI Analytics,2bb88462e5f1f92320a2933b5d80f17b255e3bd2403492a099a73e9155189c02,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.413032,38.726228,0,125.413066,38.726155,0,125.412782,38.726023,0,125.412748,38.726096,0,Polygon,"872.3730485963883,2087.418027253555,881.8103553536657,2107.770001025231,802.9584851967061,2144.3339871724556,793.5211784394287,2123.9820134007796",Ilwon Lee @ SI Analytics,81368f0ed280223b713ba820a0307e49a52bc1973ff5e4f9eafb6e6422682e71,5.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.422014,38.729007,0,125.422152,38.729146,0,125.422965,38.728345,0,125.422827,38.728205,0,Polygon,"367.42219240221937,1315.5737181602344,405.7039813262172,1276.7527491082758,631.4485805121486,1499.3620066258263,593.1667915881508,1538.182975677785",Ilwon Lee @ SI Analytics,f301714d273250293c2af4c62e36d0f8c69b81bd06cb080c79509d1ea9b68f5f,6.png,2019:01:14 15:27:35,1,container,Feature
125.422109,38.729159,0,125.422253,38.72931,0,125.423022,38.728576,0,125.422878,38.728425,0,Polygon,"393.8420212940411,1273.1661028478313,433.7752783252066,1231.3609743923764,647.2014455896376,1435.2307461030039,607.2681885584722,1477.0358745584588",Ilwon Lee @ SI Analytics,d6d547f9c1844d7650f080b9e51a059e4c290996ee4020164b90ec2b60d8bca2,6.png,2019:01:14 15:27:35,1,container,Feature
125.425133,38.731408,0,125.425193,38.73146,0,125.425406,38.731217,0,125.425346,38.731165,0,Polygon,"1233.727298795182,648.6403703968916,1250.3816548781417,634.039310344946,1309.6052740792784,701.5913400734936,1292.9509179963186,716.1924001254392",Ilwon Lee @ SI Analytics,ff10c33588ca7b02aaae12f4dbaa01175b31b216870973be1260161f32772934,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.425195,38.731444,0,125.425255,38.731496,0,125.425468,38.731253,0,125.425408,38.731201,0,Polygon,"1250.924650543102,638.5815419630852,1267.5790066260618,623.9804819111396,1326.8026258271984,691.5325116396872,1310.1482697442386,706.1335716916328",Ilwon Lee @ SI Analytics,bc682e0f246f63a44f7b98dcc7c312cc5bd9a827fe0e6a43cc2125ee4f2427fc,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.424609,38.731112,0,125.424657,38.731041,0,125.424323,38.730819,0,125.424276,38.730891,0,Polygon,"1088.2592879913755,730.6399923825475,1101.467012860251,750.5105427438235,1008.8215538983967,812.09090715605,995.6138290295212,792.2203567947739",Ilwon Lee @ SI Analytics,a61fdf6513f36483f2baf1fe648f51edac15993ddab1744090704d6d82fb418e,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.424078,38.731043,0,125.424146,38.731096,0,125.424347,38.730835,0,125.424278,38.730782,0,Polygon,"940.6197172158381,749.8862433765995,959.5314460048944,735.3387596902206,1015.2505571309239,807.7736041416641,996.3388283418676,822.321087828043",Ilwon Lee @ SI Analytics,65b24e7e7398148321675ac17360ac6fae2b24c2bec2255ca5a9b0086caa8974,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.421391,38.728694,0,125.421433,38.728622,0,125.421049,38.728395,0,125.421006,38.728467,0,Polygon,"194.21416849436966,1402.476957027013,206.04800458312067,1422.537524085391,99.25221385923331,1485.5369337589689,87.4183777704823,1465.476366700591",Ilwon Lee @ SI Analytics,a20c21219c4644b7ed9831d6f86b11588a9acb8c361133677b8b4ff78e76367d,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.421239,38.7288,0,125.421264,38.728729,0,125.420968,38.728624,0,125.420943,38.728695,0,Polygon,"152.07417564933414,1373.0919431174957,159.07009857062303,1392.8566484248324,76.73578879403365,1421.9997333339065,69.73986587274476,1402.2350280265698",Ilwon Lee @ SI Analytics,f950b5529b4d976153cbf1bd8ace47a556407f90600a91ec9a93a11d3ee31789,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.423311,38.729946,0,125.423358,38.729894,0,125.423088,38.729654,0,125.423041,38.729706,0,Polygon,"727.5860834699209,1054.541806160865,740.5773581842756,1069.1428559058388,665.6202314050448,1135.8359117337534,652.6289566906902,1121.2348619887796",Ilwon Lee @ SI Analytics,72cfcf9f1f218191f84b82764892137b3c315c57c16f1b27e043d396c0d72b1d,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.423355,38.729907,0,125.423392,38.729865,0,125.423171,38.729669,0,125.423134,38.72971,0,Polygon,"739.7700393898725,1065.500684790309,750.0521878304633,1077.0569149653497,688.6240422419702,1131.712568392474,678.3418938013795,1120.1563382174331",Ilwon Lee @ SI Analytics,9b6d15dd9ca36aacbf0b47dedb9c19d943da9e82b203082b3c1147911ca78fd3,6.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.42502,38.728288,0,125.425058,38.728455,0,125.425723,38.728302,0,125.425684,38.728135,0,Polygon,"1202.3451980087357,1515.1997082508542,1213.0024685110589,1468.9056825379278,1397.5577241983392,1511.3918403562484,1386.900453696016,1557.6858660691748",Ilwon Lee @ SI Analytics,7fb9bc4561c4d2717be628b3a5aeacf4b8a68f2ec3a73dcdbd75adc12f6a8b68,6.png,2019:01:14 15:27:35,1,container,Feature
125.386761,38.716908,0,125.386876,38.716882,0,125.386791,38.71651,0,125.386675,38.716536,0,Polygon,"2574.872193429662,1676.2082297277111,2606.900000613315,1683.5992621546504,2583.055560939819,1786.9251674072702,2551.0277537561656,1779.534134980331",Ilwon Lee @ SI Analytics,09bcb4a8440f820df8e747b94a7db0a45798a4f75bfb7676c4d5a9c61da9f0b4,7.png,2019:01:14 15:27:35,4,maritime vessels,Feature
125.395107,38.717699,0,125.395137,38.717515,0,125.393607,38.71726,0,125.393576,38.717443,0,Polygon,"1893.0299833921829,1456.6043238413024,1901.5487058183899,1507.5948821927313,1476.3970496501813,1578.6227168553357,1467.8783272239743,1527.6321585039068",Ilwon Lee @ SI Analytics,d22ac569fde36df9c6c4dd2bdef93906972c714fc16c6900b7919d2e96977960,8.png,2019:01:14 15:27:35,1,container,Feature
125.394097,38.718021,0,125.394118,38.717903,0,125.393413,38.717781,0,125.393393,38.717899,0,Polygon,"1612.749662090786,1367.2500525173016,1618.390025408084,1399.8388183486395,1422.659629706137,1433.7152329913772,1417.0192663888388,1401.1264671600393",Ilwon Lee @ SI Analytics,5a5df0249dabf7914e7967cd0be0fd24915f3ecaf8d3ef8b08e1d7a1f16310f4,8.png,2019:01:14 15:27:35,1,container,Feature
125.390107,38.717064,0,125.390324,38.717121,0,125.390558,38.716226,0,125.39034,38.716169,0,Polygon,"504.21104937205183,1632.8955240158211,564.683188013345,1617.1201835020395,629.5709848860463,1865.8567382018264,569.0988462447531,1881.632078715608",Ilwon Lee @ SI Analytics,261a0e83d41cdb40d78cbd7dcb7104aeefc8af715d9f3a5f98bf327cd76c6458,8.png,2019:01:14 15:27:35,1,container,Feature
125.389807,38.717006,0,125.389994,38.717055,0,125.390192,38.716297,0,125.390005,38.716248,0,Polygon,"421.0654810900566,1649.0670673640716,473.00665274483833,1635.5171964987562,527.9590780451048,1846.1681601676455,476.017906390323,1859.7180310329609",Ilwon Lee @ SI Analytics,59d6a066087f516680f2b91ca03a8b47b08d6411fabef2b0ead6cd7345ea0477,8.png,2019:01:14 15:27:35,1,container,Feature
125.389611,38.716992,0,125.389804,38.717043,0,125.390042,38.716131,0,125.389848,38.716081,0,Polygon,"366.3866070107524,1652.9175428043138,420.1183080892835,1638.9005773067556,486.1654257529026,1892.0811950387713,432.4337246743715,1906.0981605363295",Ilwon Lee @ SI Analytics,36398b24fa5c8efa850f71ea5c24607a2d6bd8b9003c13af042969c3f899a635,8.png,2019:01:14 15:27:35,1,container,Feature
125.406542,38.714964,0,125.406658,38.714758,0,125.405556,38.714137,0,125.40544,38.714343,0,Polygon,"2069.46805600918,2216.4256582294565,2101.6801829009873,2273.639742658965,1795.638758136589,2445.94426010355,1763.426631244782,2388.730175674041",Ilwon Lee @ SI Analytics,92d694cf3896931ad9ea7c58d5068b989be6fe3619737fdf118ea8871de8982e,9.png,2019:01:14 15:27:35,1,container,Feature
